brand,brand_username,post_url,post_date,likes_count,comments_count,caption,hashtags
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/p/DYFiuTID4zf/,2026-05-08,1732.0,155.0,Is SOUR GUMMY WORM the most underrated flavor? 🤔,
Rockstar,rockstarenergy,https://www.instagram.com/rockstarenergy/reel/DW9UKUOABPj/,2026-04-10,5328.0,88.0,"@fredricaasbo 🤝 @chrisjoslin_ 

We threw 2025 Skater of the Year, Chris Joslin in a ride along with 3 time @formulad champion, Fredric Aasbø and the result is pure gold 🤣 We’re here in Long Beach for the kickoff of the 2026 Formula Drift szn, tune in! 💨",
Rockstar,rockstarenergy,https://www.instagram.com/rockstarenergy/reel/DW-GlB-D_sZ/,2026-04-10,521.0,11.0,"After 2 long years of contemplating one trick, @DennisEnarson and the crew finally made it happen & rode away with one of the gnarliest clips of his career. Join us behind the scenes of the Process, feating Dennis Enarson. Playing now at the link in bio 🎥",
Rockstar,rockstarenergy,https://www.instagram.com/rockstarenergy/p/DXA_EEflLRo/,2026-04-11,2972.0,36.0,"Massive congratulations to @fredricaasbo, who took home second place at the @formulad season opener in Long Beach 💨 Show Freddy some love in the comments ⬇️

#RockstarEnergy #LiveLoud","#LiveLoud, #RockstarEnergy"
Rockstar,rockstarenergy,https://www.instagram.com/rockstarenergy/p/DXFTJcXFOEA/,2026-04-13,1683.0,40.0,"@RockstarEnergy 🤝 @SickNewWorld   We are stoked to be partnering with Sick New World as the official energy drink. Next stop, Las Vegas! We’ll see you there on April 25th with a little surprise! 🤫🛹

#RockstarEnergy #LiveLoud","#LiveLoud, #RockstarEnergy"
Rockstar,rockstarenergy,https://www.instagram.com/husqvarnamotorcyclesusa/reel/DXJz8RFjd_h/,2026-04-15,1283.0,2.0,"Sights and sounds from Nashville, Rockstar Energy Husqvarna style. ✊🎶

#Husqvarna #GoRide #RideHusqvarna #Supercross #SMX","#GoRide, #Husqvarna, #RideHusqvarna, #SMX, #Supercross"
Rockstar,rockstarenergy,https://www.instagram.com/rockstarenergy/reel/DXNSYvWDFcf/,2026-04-16,7915.0,152.0,"Welcome to the team, @tyler_reddick ⚡️We are stoked to be joining forces with the two time NASCAR Xfinity Champion and @23xiracing. Buckle up, it’s about to get wild 🏁 

#RockstarEnergy #LiveLoud","#LiveLoud, #RockstarEnergy"
Rockstar,rockstarenergy,https://www.instagram.com/gob_invitational/reel/DXPQzDAiEir/,2026-04-17,3806.0,130.0,@chadkerley VS @matt1ray is live! This battle is unreal! Link in bio.,
Rockstar,rockstarenergy,https://www.instagram.com/rockstarenergy/p/DXPmYGLAN9A/,2026-04-17,6360.0,5315.0,"EDIT: Both winners have been chosen and contacted via DM, this giveaway is now closed. 

🎵 TICKET GIVEAWAY 🎵 @sicknewworld Las Vegas is just around the corner and we want to share the stoke by hooking a couple of you up with a pair of VIP tickets 🎫  We’re giving away 2 tickets to 2 separate winners!  Follow the 3 steps below to enter yourself and a homie, and you just might see us there!
 
1.)   Like this post
2.)   Follow us @RockstarEnergy
3.)   Tag the homie you want to bring
 

Giveaway ends on 04/23/26 at 1:00 PM EST. Must be 18+ and a US legal resident to enter. This giveaway is in no way affiliated with Instagram. Good luck!

Note: Winner will be contacted directly via the @RockstarEnergy Instagram account- No other accounts are represented by Rockstar Energy. Link in bio for official rules.   NO PURCHASE NECESSARY TO ENTER OR WIN. A PURCHASE DOES NOT INCREASE YOUR CHANCES OF WINNING. VOID ELSEWHERE AND WHEREVER PROHIBITED. Sponsor: Rockstar Energy

This Giveaway is in no way sponsored or administered by Sick New World Festival or Live Nation Worldwide, Inc.. All inquiries regarding the Giveaway should be directed to Rockstar.",
Rockstar,rockstarenergy,https://www.instagram.com/23xiracing/p/DXU_9r5gZ5j/,2026-04-19,2105.0,39.0,"Delivered a victory for @supplyhouse! 📦🏁

And it tastes so sweet! 🙂‍↕️",#5
Rockstar,rockstarenergy,https://www.instagram.com/rockstarenergy/reel/DXaBI0NDE7H/,2026-04-21,3878.0,72.0,"The goal was never to blend in. @tyler_reddick is pushing the limits of what’s possible and we’re hyped to be partnering with him and @23xiracing as they continue to break barriers. Stay tuned and follow along, it’s about to get loud! 

#RockstarEnergy #LiveLoud","#LiveLoud, #RockstarEnergy"
Rockstar,rockstarenergy,https://www.instagram.com/rockstarenergy/reel/DXfNxDODMnz/,2026-04-23,5074.0,89.0,"From race days as a grom to becoming a BMX icon, @chadkerley has put in the work and earned every bit of his success. Join us as we take a deeper look into his life, In Depth feat. Chad Kerley is playing now at the link in bio 🎥

#RockstarEnergy #InDepth","#InDepth, #RockstarEnergy"
Rockstar,rockstarenergy,https://www.instagram.com/rockstarenergy/reel/DX2EpGogx41/,2026-05-02,383.0,9.0,"We packed up with some of the Rockstar skate team and pointed the headlights to Las Vegas for @sicknewworld. After a couple backyard pit stops, the squad threw down a vert ramp session we won’t soon forget. Road to Sick New World is playing now at the link in bio! 🎥 

#rockstarenergy #sicknewworld #skateboarding","#rockstarenergy, #sicknewworld, #skateboarding"
Rockstar,rockstarenergy,https://www.instagram.com/rockstarenergy/p/DX4quYOFE4_/,2026-05-03,1520.0,19.0,"Let’s go racing! 🏁 We’re at @txmotorspeedway today with @tyler_reddick and @23xiracing! Tune in, it’s about to go down!",
Rockstar,rockstarenergy,https://www.instagram.com/rockstarenergy/reel/DYA-jgzA3Jy/,2026-05-06,670.0,10.0,"Morning stretches with @robadelberg 🧘‍♂️

#rockstarenergy #fmx #moto","#fmx, #moto, #rockstarenergy"
Rockstar,rockstarenergy,https://www.instagram.com/fredricaasbo/reel/DYE6Ze8xyV7/,2026-05-08,647.0,4.0,"#TeamToyota P6 qualifying in the @rockstarenergy GR Supra. We’re feeling good and know what we have to do to really dial in our driving on Saturday. Looking forward to our Top 32 battle with @rudyhansen119 💪🏼

🎥 @b.marchulaitis

#GAZOOPerformance
@gazooracingusa
@rockstarenergy
@drivekendausa
@eneosusa
@rsrusa
@otterbox 
@simagicofficial
@aemelectronics
@specialty_products_company
@petersonfluidsystems
@csf_radiators
@berktechnology
@cilajet
@nitrofillusa
@borgwarnerboosted
@_wisefab_","#GAZOOPerformance, #TeamToyota"
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/p/DSlA92ajauh/,2025-12-22,112.0,9.0,We really aren’t asking for much this year 🎅👊💥 Find ZOA’s Holiday Punch near you at the link in bio.,
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/p/DTI9OlqAdwz/,2026-01-05,162.0,12.0,Your New Year goals are about to get a power up 👀,
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/p/DTLiBpWjqo1/,2026-01-06,213.0,21.0,Energy that moves with you 💪,#frostedgrape
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/p/DTit5g3CU9-/,2026-01-15,278.0,18.0,"It’s official: we’re teaming up with @strava to celebrate every mile, rep and stretch.

Power your New Year with ZOA’s positive energy by logging a total of 160 minutes of activity now through February 26. If you complete the challenge, you'll be entered for a chance to win free ZOA Energy or a limited-edition ZOA x Strava Road Bike* 🚴💪

Think you’ve got what it takes? Join the challenge at the link in bio.

No Purch. Nec. Open to 50 US(DC), 18+. Ends 2/26/26. Only share w/ 18+.",
Zoa,zoaenergy,https://www.instagram.com/denirradoncic/reel/DTvjoEJjgzu/,2026-01-20,933.0,26.0,#ad ZOA is a better-for-you energy drink packed with electrolytes to keep you focused on your new year goals. #poweryournewyear #zoaenergy @zoaenergy,"#ad, #poweryournewyear, #zoaenergy"
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/reel/DUEozZVARbr/,2026-01-28,141.0,12.0,New goals. New grind. Drop your next workout in the comments,#zoa
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/p/DUi-q9_ASXo/,2026-02-09,253.0,12.0,Sunday Funday means Monday energy + electrolytes 🤪➡️⚡️ photo credit 📷: @_annabelbeach_,
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/p/DUoZELlgekd/,2026-02-11,322.0,19.0,"This is what powering your new year looks like ⚡️
 
160 minutes in 6 weeks? You’ve got this. If you joined the ZOA x @strava challenge, you’ve got about 2 weeks to go. Keep crushing those workouts and logging your progress 💪 And if you haven’t already, join the challenge now at the link in bio.",
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/p/DUtJrZODntp/,2026-02-13,227.0,18.0,Your gym bag isn’t packed without ZOA.,
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/p/DWHS3aajqI2/,2026-03-20,282.0,25.0,🚨NEW DEAL ALARM🚨 Get ZOA for 25% off for a limited time on Amazon,
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/p/DWZT56ZDhjp/,2026-03-27,143.0,15.0,What flavor are you fueling your day with? 💥,
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/p/DXe2LIqjs-v/,2026-04-23,145.0,10.0,Big serves fueled by bigger energy 💪,
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/reel/DXh-xiiD6F8/,2026-04-24,75.0,10.0,That’s gonna be a future me problem,
Zoa,zoaenergy,https://www.instagram.com/zoaenergy/reel/DX7JIWvOmz1/,2026-05-04,336.0,25.0,"It’s the kind of energy you can’t fake. With electrolytes and plant based caffeine, ZOA helps you find your flow state. And stay there.",
Zoa,zoaenergy,https://www.instagram.com/micjanee/reel/DTv6b7KEu6X/,,,,,"#18, #ad"
