scheme,cluster,month,rev,units,skus,stores,dist_points,stores_active,price_unitvalue,price_index,matched_share,price_index_a,price_index_b,matched_share_a,matched_share_b,units_a,units_b,disc_rate,disc_txn_rate
family,Watermelon,2022-04,3075767.94,1069876,25,13269,63168,14920,2.8749,1.04232,0.1027,1.03968,1.04338,0.1027,0.1027,545782,524094,0.3991,0.3007
family,Watermelon,2022-05,3121138.05,1085569,27,13705,65230,15116,2.8751,1.04089,0.1075,1.043,1.03956,0.1075,0.1075,553316,532253,0.3842,0.2936
family,Watermelon,2022-06,3160826.52,1099754,28,14076,66298,15419,2.8741,1.0598,0.1062,1.05332,1.06355,0.1062,0.1062,559066,540688,0.3852,0.2957
family,Watermelon,2022-07,3279559.08,1132791,27,14241,66981,15430,2.8951,1.05744,0.1071,1.06008,1.05448,0.1071,0.1071,579258,553533,0.3853,0.2951
family,Watermelon,2022-08,3323215.17,1141336,27,14351,67749,15537,2.9117,1.04796,0.1115,1.05668,1.04198,0.1115,0.1115,583615,557721,0.3786,0.2903
family,Watermelon,2022-09,3414535.87,1132644,27,14435,67073,15553,3.0147,1.06312,0.1061,1.0525,1.06998,0.1061,0.1061,582413,550231,0.3724,0.2879
family,Watermelon,2022-10,3547102.42,1160114,27,14581,69381,15676,3.0575,1.08085,0.1154,1.10101,1.06367,0.1155,0.1155,595674,564440,0.3752,0.2882
family,Watermelon,2022-11,3043079.56,996753,28,14624,68332,15767,3.053,1.05722,0.1341,1.05077,1.05852,0.1341,0.1341,510972,485781,0.3813,0.2923
family,Watermelon,2022-12,2957695.82,969859,26,14634,67431,15848,3.0496,1.07018,0.1403,1.06893,1.06179,0.1402,0.1402,499935,469924,0.3923,0.2957
family,Watermelon,2023-01,2860981.43,961287,29,14476,68864,15667,2.9762,1.07617,0.1528,1.08634,1.06484,0.1528,0.1528,493767,467520,0.3741,0.2777
family,Watermelon,2023-02,2772325.42,934499,30,14540,74372,15754,2.9666,1.06905,0.1576,1.0723,1.06632,0.1576,0.1575,480432,454067,0.3617,0.2718
family,Watermelon,2023-03,3379962.83,1137608,28,14792,78828,15943,2.9711,1.08641,0.1603,1.09842,1.06475,0.1603,0.1602,585363,552245,0.3558,0.2639
family,Watermelon,2023-04,3428451.62,1155450,29,14916,79762,16085,2.9672,1.07672,0.1703,1.08306,1.0704,0.1703,0.1703,593617,561833,0.3495,0.2648
family,Watermelon,2023-05,3544490.93,1191964,31,15010,80860,16262,2.9737,1.10927,0.1888,1.08312,1.10411,0.1888,0.1888,611032,580932,0.6882,0.26
family,Watermelon,2023-06,3468529.36,1168935,31,15046,80524,16311,2.9673,1.08495,0.2017,1.09034,1.0805,0.2017,0.2017,598160,570775,0.3354,0.2639
family,Watermelon,2023-07,3560765.15,1191655,29,15096,79796,16296,2.9881,1.09255,0.2059,1.09629,1.09009,0.2059,0.2059,610586,581069,0.3275,0.2684
family,Watermelon,2023-08,3631297.87,1215334,30,15179,79097,16348,2.9879,1.0962,0.2112,1.10253,1.09115,0.2112,0.2113,623693,591641,0.3386,0.2729
family,Watermelon,2023-09,3467925.94,1156387,29,15265,77954,16420,2.9989,1.09597,0.2141,1.10285,1.08974,0.2141,0.214,591215,565172,0.3328,0.2729
family,Watermelon,2023-10,3381025.78,1127018,29,15208,76541,16433,3.0,1.09739,0.2137,1.10562,1.09026,0.2137,0.2137,577812,549206,0.3439,0.2816
family,Watermelon,2023-11,3072638.54,1005228,26,15165,74398,16443,3.0567,1.09591,0.2097,1.10233,1.08933,0.2098,0.2097,510475,494753,0.3589,0.2918
family,Watermelon,2023-12,3020105.51,979293,26,15246,73254,16565,3.084,1.11058,0.2018,1.10732,1.11347,0.2018,0.2018,501516,477777,0.3668,0.2997
family,Watermelon,2024-01,2600687.89,840780,27,15003,69985,16410,3.0932,1.11146,0.2169,1.12112,1.10175,0.2169,0.2169,430456,410324,0.3582,0.2926
family,Watermelon,2024-02,2704149.73,871583,28,15131,70022,16513,3.1026,1.12408,0.2109,1.12995,1.11801,0.2109,0.2109,444343,427240,0.3669,0.2993
family,Watermelon,2024-03,2992662.38,959569,28,15415,70535,16734,3.1188,1.1349,0.196,1.14455,1.12505,0.196,0.196,490005,469564,0.3601,0.3009
family,Watermelon,2024-04,3048149.16,975842,30,15506,69749,16783,3.1236,1.1409,0.1934,1.14547,1.13679,0.1934,0.1935,499259,476583,0.3655,0.3066
family,Watermelon,2024-05,3116085.16,999679,29,15720,69783,17009,3.1171,1.16771,0.196,1.16614,1.1675,0.196,0.1961,512158,487521,0.3718,0.3112
family,Watermelon,2024-06,2983857.91,956421,31,15804,68626,17143,3.1198,1.17191,0.187,1.18765,1.15158,0.187,0.1871,488129,468292,0.3745,0.3157
family,Watermelon,2024-07,2888719.97,923824,29,15668,66949,17163,3.1269,1.13575,0.1926,1.13641,1.13937,0.1926,0.1926,469157,454667,0.3774,0.32
family,Watermelon,2024-08,2984422.4,950611,31,15720,66215,17126,3.1395,1.19468,0.1906,1.23967,1.13664,0.1906,0.1906,483195,467416,0.3793,0.3228
family,Watermelon,2024-09,2790018.07,887451,28,15751,64752,17200,3.1439,1.18024,0.189,1.20257,1.15531,0.1891,0.189,450890,436561,0.387,0.3259
family,Watermelon,2024-10,2932730.73,930043,29,15922,64729,17368,3.1533,1.21321,0.1817,1.28023,1.1195,0.1817,0.1817,473982,456061,0.4006,0.3362
family,Watermelon,2024-11,2631092.52,830869,29,16362,64163,17969,3.1667,1.22971,0.1777,1.28313,1.15554,0.1777,0.1777,423218,407651,0.4023,0.3426
family,Watermelon,2024-12,2714311.24,854099,30,16470,63037,17998,3.178,1.19889,0.173,1.23096,1.11849,0.173,0.173,436440,417659,0.4046,0.3471
family,Watermelon,2025-01,2564412.37,803597,31,16477,60814,18098,3.1912,1.16863,0.1664,1.22953,1.16433,0.1664,0.1663,411005,392592,0.386,0.3291
family,Watermelon,2025-02,2585079.87,810497,30,16534,58920,18195,3.1895,1.20429,0.1579,1.25017,1.17983,0.158,0.158,412949,397548,0.3902,0.3346
family,Watermelon,2025-03,2799268.91,882955,30,16516,58582,18342,3.1703,1.30054,0.1753,1.30255,1.29737,0.1753,0.1754,450102,432853,0.4047,0.3427
family,Watermelon,2025-04,3165737.87,998404,32,16945,59195,18651,3.1708,1.26426,0.1601,1.25924,1.26755,0.1601,0.1601,509377,489027,0.4069,0.3479
family,Watermelon,2025-05,3178134.17,998828,30,17126,59291,18791,3.1819,1.27585,0.1691,1.26797,1.27511,0.1691,0.1691,509921,488907,0.4018,0.346
family,Watermelon,2025-06,3026530.24,950294,33,17331,58768,18897,3.1848,1.26234,0.1719,1.26872,1.25494,0.1719,0.1719,482987,467307,0.4068,0.351
family,Watermelon,2025-07,3116123.96,978106,34,17706,59754,19270,3.1859,1.27572,0.1701,1.2762,1.27331,0.1701,0.1701,498745,479361,0.4058,0.3505
family,Watermelon,2025-08,3257626.69,1022036,34,17885,60301,19396,3.1874,1.30429,0.1619,1.28553,1.33977,0.1619,0.1619,519392,502644,0.4163,0.3551
family,Watermelon,2025-09,3171134.69,993103,32,18050,60289,19610,3.1932,1.32251,0.159,1.28131,1.34494,0.159,0.159,502906,490197,0.4076,0.3549
family,Watermelon,2025-10,3132391.33,980231,31,18117,60143,19538,3.1956,1.34646,0.1576,1.31398,1.38083,0.1576,0.1577,497109,483122,0.4227,0.3659
family,Watermelon,2025-11,2553601.52,797389,30,18298,59534,19953,3.2025,1.36707,0.1663,1.39383,1.33683,0.1663,0.1663,404636,392753,0.4197,0.3618
family,Watermelon,2025-12,2630077.85,822759,29,18270,60228,20022,3.1967,1.29755,0.1607,1.33444,1.25487,0.1607,0.1607,417940,404819,0.4385,0.3784
size,(unknown),2019-01,8587056.48,3008903,70,5018,130721,5148,2.8539,0.99935,1.0,0.99909,0.99967,1.0,1.0,1541411,1467492,0.366,0.2898
size,(unknown),2019-02,8907560.56,3121084,70,5778,149716,5939,2.854,0.99824,1.0,0.99796,0.99854,1.0,1.0,1584071,1537013,0.3701,0.2938
size,(unknown),2019-03,12868607.75,4492509,73,6606,180971,6749,2.8645,1.00186,1.0,1.00125,1.0025,1.0,1.0,2269098,2223411,0.3626,0.2876
size,(unknown),2019-04,14152008.42,4945001,75,7132,196216,7282,2.8619,1.00335,1.0,1.00227,1.00446,1.0,1.0,2505640,2439361,0.3664,0.2924
size,(unknown),2019-05,16715151.55,5820746,75,7756,218023,7913,2.8717,1.00361,1.0,1.00334,1.00389,1.0,1.0,2938555,2882191,0.3659,0.2922
size,(unknown),2019-06,17411900.79,6088544,75,8314,232930,8486,2.8598,1.0004,1.0,0.99976,1.00108,1.0,1.0,3080315,3008229,0.3721,0.2965
size,(unknown),2019-07,18849006.07,6589864,75,8846,246077,9021,2.8603,1.00111,1.0,1.00069,1.00156,1.0,1.0,3315637,3274227,0.3688,0.2943
size,(unknown),2019-08,20041828.19,7018926,75,9278,257212,9456,2.8554,1.00016,1.0,1.00014,1.00019,1.0,1.0,3546750,3472176,0.3763,0.2983
size,(unknown),2019-09,19365462.28,6785590,74,9700,266036,9882,2.8539,1.00008,1.0,1.00046,0.99973,1.0,1.0,3436763,3348827,0.3727,0.2963
size,(unknown),2019-10,20182578.51,7083680,75,10090,274218,10296,2.8492,0.99842,1.0,0.99883,0.99801,1.0,1.0,3574939,3508741,0.3792,0.3029
size,(unknown),2019-11,19508046.22,6829268,74,10608,286782,10820,2.8565,0.99743,1.0,0.99838,0.99646,1.0,1.0,3434933,3394335,0.3852,0.3069
size,(unknown),2019-12,20508605.0,7179590,72,11055,297438,11318,2.8565,0.99642,1.0,0.99709,0.99573,1.0,1.0,3621569,3558021,0.3922,0.3134
size,(unknown),2020-01,20121363.97,7045179,70,11510,305742,11799,2.856,0.99941,1.0,1.00049,0.9983,1.0,1.0,3559564,3485615,0.3825,0.303
size,(unknown),2020-02,20653624.3,7203087,72,11919,321637,12202,2.8673,1.00214,0.9976,1.00414,1.00011,0.9976,0.9976,3632289,3570798,0.3894,0.3054
size,(unknown),2020-03,22686520.95,7895938,74,12393,339325,12679,2.8732,1.00253,0.9756,1.00489,1.00011,0.9756,0.9756,3997064,3898874,0.405,0.3092
size,(unknown),2020-04,22699106.06,7863607,77,12554,336566,12904,2.8866,1.00132,0.9726,1.00366,0.99878,0.9726,0.9726,3993686,3869921,0.4288,0.3227
size,(unknown),2020-05,27720250.03,9579585,75,12797,351213,13132,2.8937,1.00303,0.9727,1.00572,1.00022,0.9726,0.9727,4852477,4727108,0.41,0.3134
size,(unknown),2020-06,29489343.04,10214211,78,13017,355467,13369,2.8871,1.00346,0.9733,1.00631,1.00039,0.9733,0.9733,5168440,5045771,0.4041,0.3109
size,(unknown),2020-07,30772821.71,10640350,77,13152,356974,13502,2.8921,1.0053,0.9739,1.00854,1.00084,0.9739,0.9739,5399758,5240592,0.4006,0.307
size,(unknown),2020-08,30720226.23,10642587,81,13182,356502,13515,2.8865,1.00409,0.9732,1.00688,0.99906,0.9732,0.9732,5413145,5229442,0.406,0.3117
size,(unknown),2020-09,29097106.17,10107997,81,13223,352310,13545,2.8786,1.0067,0.9731,1.01032,1.00017,0.9731,0.9731,5156226,4951771,0.4048,0.3106
size,(unknown),2020-10,29242069.33,10188249,79,13205,358376,13548,2.8702,1.00407,0.956,1.00788,0.99758,0.956,0.956,5176547,5011702,0.4136,0.3164
size,(unknown),2020-11,25308013.5,8847157,79,13146,345412,13486,2.8606,0.99731,0.9416,0.99782,0.99696,0.9415,0.9415,4505777,4341380,0.4196,0.3197
size,(unknown),2020-12,25107648.24,8763933,79,13209,336910,13606,2.8649,0.9945,0.9435,0.99528,0.99451,0.9435,0.9435,4446051,4317882,0.4298,0.3262
size,(unknown),2021-01,24575594.43,8589221,84,13234,328507,13565,2.8612,0.99485,0.9452,0.99492,0.99412,0.9451,0.9452,4357406,4231815,0.4236,0.3126
size,(unknown),2021-02,22230158.08,7764521,89,13251,319401,13620,2.863,0.99529,0.9472,0.99628,0.99441,0.9472,0.9472,3933256,3831265,0.4366,0.3221
size,(unknown),2021-03,28331602.95,9896461,91,13322,325646,13673,2.8628,0.99655,0.9454,0.99762,0.99541,0.9454,0.9454,5029161,4867300,0.4267,0.3163
size,(unknown),2021-04,29152480.81,10143467,92,13312,328614,13644,2.874,0.99639,0.937,0.99839,0.99429,0.937,0.937,5174796,4968671,0.4264,0.3146
size,(unknown),2021-05,29557293.79,10337726,89,13329,332100,13646,2.8592,0.9976,0.9323,1.00133,0.99432,0.9323,0.9323,5263216,5074510,0.4279,0.3134
size,(unknown),2021-06,29197192.55,10229642,88,13262,327516,13617,2.8542,1.00013,0.9317,1.00417,0.99614,0.9317,0.9317,5225556,5004086,0.4249,0.3094
size,(unknown),2021-07,30403366.91,10599851,93,13271,325208,13586,2.8683,0.99987,0.9304,1.00331,0.99665,0.9304,0.9304,5408537,5191314,0.4118,0.3
size,(unknown),2021-08,30467988.56,10586897,101,13392,326253,13716,2.8779,1.00262,0.9289,1.00517,0.99979,0.9289,0.9289,5408950,5177947,0.4127,0.2991
size,(unknown),2021-09,29824244.98,10346313,103,13342,326891,13646,2.8826,1.00406,0.9252,1.00678,1.00085,0.9253,0.9252,5277391,5068922,0.4099,0.2951
size,(unknown),2021-10,30715212.79,10634509,101,13323,332551,13645,2.8883,1.0039,0.921,1.00959,0.99988,0.921,0.921,5411853,5222656,0.4075,0.294
size,(unknown),2021-11,28122545.12,9704397,103,13394,329921,13706,2.8979,1.00774,0.9173,1.0111,1.00484,0.9173,0.9173,4912327,4792070,0.4103,0.2944
size,(unknown),2021-12,29022682.78,9977376,104,13493,329252,13811,2.9088,1.00967,0.9145,1.01155,1.00772,0.9146,0.9146,5068302,4909074,0.415,0.2963
size,(unknown),2022-01,26092437.07,8953672,112,13695,324993,14035,2.9142,1.01603,0.9094,1.01839,1.01409,0.9094,0.9094,4542768,4410904,0.4015,0.2863
size,(unknown),2022-02,26823169.36,9174647,111,13871,344345,14220,2.9236,1.02041,0.8969,1.02275,1.01807,0.8969,0.8969,4647189,4527458,0.4089,0.293
size,(unknown),2022-03,33595128.51,11411371,115,14349,376785,14753,2.944,1.02409,0.878,1.0264,1.02174,0.878,0.878,5784786,5626585,0.3936,0.2873
size,(unknown),2022-04,34230437.79,11605804,117,14532,388884,14920,2.9494,1.0264,0.8727,1.02923,1.02316,0.8727,0.8725,5900608,5705196,0.3929,0.2892
size,(unknown),2022-05,37946317.54,12805284,120,14716,411613,15116,2.9633,1.02621,0.8786,1.02982,1.02325,0.8786,0.8287,6499701,6305583,0.3881,0.2859
size,(unknown),2022-06,37695683.66,12697742,120,14997,421091,15419,2.9687,1.02989,0.88,1.03056,1.02868,0.88,0.8327,6444190,6253552,0.3897,0.2881
size,(unknown),2022-07,38534504.72,12992306,118,15053,425590,15430,2.9659,1.03122,0.8815,1.03331,1.03026,0.8815,0.8395,6588916,6403390,0.3917,0.2896
size,(unknown),2022-08,39476062.07,13228338,119,15144,429314,15537,2.9842,1.04197,0.8804,1.04325,1.04192,0.8804,0.842,6716323,6512015,0.3921,0.2906
size,(unknown),2022-09,38690210.01,12600476,120,15175,427102,15553,3.0705,1.07757,0.877,1.07988,1.0765,0.877,0.855,6390343,6210133,0.3886,0.288
size,(unknown),2022-10,38523320.72,12423070,124,15297,426247,15676,3.101,1.08718,0.8742,1.08799,1.08758,0.8742,0.8652,6324281,6098789,0.3918,0.2914
size,(unknown),2022-11,36518662.27,11673276,124,15402,433080,15767,3.1284,1.08876,0.8346,1.0902,1.09398,0.8346,0.8314,5941857,5731419,0.3993,0.2955
size,(unknown),2022-12,36217134.38,11566710,124,15440,433485,15848,3.1312,1.08362,0.8396,1.0844,1.08802,0.8396,0.8378,5879552,5687158,0.4047,0.3003
size,(unknown),2023-01,33975948.55,11115002,132,15299,438780,15667,3.0568,1.06271,0.8576,1.07088,1.06507,0.8576,0.8489,5659349,5455653,0.3984,0.2916
size,(unknown),2023-02,33422475.14,10875148,132,15364,449200,15754,3.0733,1.07457,0.8717,1.07497,1.07469,0.8717,0.8247,5567825,5307323,0.4063,0.2991
size,(unknown),2023-03,38771069.86,12601748,136,15561,463427,15943,3.0766,1.06998,0.8731,1.07554,1.06969,0.8731,0.8246,6422867,6178881,0.4024,0.2972
size,(unknown),2023-04,38673524.67,12510261,134,15716,467492,16085,3.0913,1.07976,0.8736,1.0813,1.07819,0.8736,0.8261,6373158,6137103,0.3982,0.2943
size,(unknown),2023-05,41295139.7,13310879,137,15848,473295,16262,3.1024,1.08743,0.8731,1.08713,1.08627,0.8731,0.834,6782855,6528024,0.8481,0.295
size,(unknown),2023-06,40308423.66,12991474,132,15909,473527,16311,3.1027,1.08677,0.8737,1.0883,1.08728,0.8737,0.8361,6615862,6375612,0.3916,0.2973
size,(unknown),2023-07,40392837.24,12955694,135,15927,471798,16296,3.1178,1.09202,0.8743,1.09047,1.09148,0.8742,0.8346,6606397,6349297,0.3732,0.2962
size,(unknown),2023-08,41069751.89,13169076,132,15979,471471,16348,3.1187,1.09524,0.8746,1.09719,1.0924,0.8745,0.8337,6711665,6457411,0.3732,0.2957
size,(unknown),2023-09,39838940.99,12751466,133,16041,471131,16420,3.1243,1.09501,0.8738,1.09782,1.09215,0.8738,0.8333,6488960,6262506,0.3767,0.2987
size,(unknown),2023-10,39667876.91,12680539,134,16040,468995,16433,3.1282,1.09346,0.8741,1.09448,1.09378,0.8741,0.8353,6440877,6239662,0.3772,0.3017
size,(unknown),2023-11,36905021.18,11662519,130,16059,463278,16443,3.1644,1.10147,0.8758,1.1019,1.10736,0.8758,0.8359,5914062,5748457,0.3894,0.3115
size,(unknown),2023-12,35827722.55,11284724,129,16169,462892,16565,3.1749,1.10223,0.8781,1.10269,1.11018,0.8781,0.8363,5730583,5554141,0.3955,0.3183
size,(unknown),2024-01,32920185.38,10329700,135,16028,449359,16410,3.1869,1.1207,0.8738,1.12282,1.12053,0.8738,0.8369,5229495,5100204,0.3871,0.3128
size,(unknown),2024-02,33954550.92,10615342,129,16136,452544,16513,3.1986,1.12538,0.878,1.12786,1.12497,0.878,0.8405,5367008,5248334,0.3879,0.3152
size,(unknown),2024-03,37334538.16,11624362,133,16370,459227,16734,3.2117,1.12835,0.8829,1.12694,1.13089,0.8829,0.8438,5879194,5745168,0.389,0.3164
size,(unknown),2024-04,38331533.76,11930943,129,16437,457799,16783,3.2128,1.12901,0.8854,1.12733,1.13289,0.8854,0.846,6054665,5876278,0.3908,0.3192
size,(unknown),2024-05,40496104.37,12615004,131,16648,462004,17009,3.2102,1.12855,0.8868,1.12535,1.13232,0.8868,0.8509,6406487,6208517,0.3938,0.3218
size,(unknown),2024-06,39024257.9,12149010,126,16752,458968,17143,3.2121,1.13018,0.8893,1.12416,1.13301,0.8893,0.8533,6151676,5997334,0.3991,0.3253
size,(unknown),2024-07,39408285.02,12241449,125,16723,452643,17163,3.2193,1.12956,0.891,1.12646,1.13276,0.891,0.8566,6196155,6045294,0.3993,0.3263
size,(unknown),2024-08,40533186.17,12577281,123,16729,451629,17126,3.2227,1.13061,0.8932,1.12676,1.13391,0.8932,0.8587,6354123,6223158,0.3977,0.3272
size,(unknown),2024-09,38175600.28,11814111,124,16803,448277,17200,3.2314,1.13492,0.8947,1.12989,1.13723,0.8947,0.8601,5982118,5831993,0.3991,0.3304
size,(unknown),2024-10,41780922.56,12851547,122,16931,477104,17368,3.251,1.13925,0.864,1.13379,1.14349,0.864,0.8301,6508243,6343304,0.409,0.3366
size,(unknown),2024-11,39841388.41,12078286,121,17464,485700,17969,3.2986,1.15487,0.8231,1.14993,1.15611,0.8231,0.7899,6109789,5968497,0.4153,0.3396
size,(unknown),2024-12,38730292.56,11707786,122,17525,466862,17998,3.3081,1.1628,0.8707,1.16034,1.16035,0.8707,0.8334,5935198,5772588,0.4267,0.3446
size,(unknown),2025-01,37605021.28,11286193,121,17579,474740,18098,3.3319,1.17211,0.8472,1.16897,1.17038,0.8472,0.8115,5720687,5565506,0.4369,0.3408
size,(unknown),2025-02,35742171.77,10705701,120,17669,470085,18195,3.3386,1.17722,0.8623,1.17504,1.17565,0.8623,0.8246,5437162,5268539,0.4228,0.3414
size,(unknown),2025-03,39805968.3,11893447,120,17870,466288,18342,3.3469,1.18069,0.9038,1.17857,1.17834,0.9038,0.869,6050377,5843070,0.4102,0.3358
size,(unknown),2025-04,42295387.77,12665435,119,18176,467843,18651,3.3394,1.18006,0.9109,1.17867,1.17653,0.9109,0.8739,6422985,6242450,0.4139,0.3432
size,(unknown),2025-05,43995024.63,13217875,123,18333,469155,18791,3.3284,1.17726,0.9128,1.17454,1.17518,0.9128,0.8789,6706156,6511719,0.4203,0.3476
size,(unknown),2025-06,41982074.95,12623690,121,18462,467156,18897,3.3257,1.17696,0.9148,1.17287,1.17462,0.9148,0.8794,6392385,6231305,0.4191,0.349
size,(unknown),2025-07,43258130.35,12993863,121,18760,473478,19270,3.3291,1.17972,0.9179,1.17517,1.17703,0.9178,0.8823,6586458,6407405,0.4127,0.3433
size,(unknown),2025-08,44195700.35,13272009,123,18891,475674,19396,3.33,1.17642,0.9229,1.17403,1.17406,0.9229,0.8852,6716246,6555763,0.4187,0.3473
size,(unknown),2025-09,43012358.29,12844864,121,19078,474931,19610,3.3486,1.18252,0.9263,1.18037,1.1793,0.9263,0.8861,6488172,6356692,0.4117,0.3436
size,(unknown),2025-10,43276232.83,12917815,128,19055,480800,19538,3.3501,1.18277,0.922,1.17957,1.17999,0.922,0.8813,6507363,6410452,0.4227,0.3526
size,(unknown),2025-11,43926028.21,13119287,132,19427,543617,19953,3.3482,1.18629,0.7872,1.18416,1.18283,0.7872,0.7554,6620261,6499026,0.4359,0.3653
size,(unknown),2025-12,44051548.86,13138804,142,19462,543519,20022,3.3528,1.18551,0.8055,1.18193,1.18286,0.8055,0.7721,6641026,6497778,0.4521,0.3775
size,10 OZ,2019-01,2291.6,1514,6,26,108,5148,1.5136,1.00892,1.0,0.99519,1.049,1.0,1.0,850,664,0.3804,0.0016
size,10 OZ,2019-02,2168.66,1404,6,28,115,5939,1.5446,0.9813,1.0,0.97625,0.99539,1.0,1.0,908,496,0.0,0.0
size,10 OZ,2019-03,3312.24,2247,6,29,128,6749,1.4741,0.98127,1.0,0.98533,0.96494,1.0,1.0,1361,886,0.5465,0.0038
size,10 OZ,2019-04,3015.4,2077,6,30,140,7282,1.4518,0.97979,1.0,0.98443,0.96577,1.0,1.0,1249,828,0.1435,0.0022
size,10 OZ,2019-05,3679.83,2542,6,35,149,7913,1.4476,1.00509,1.0,0.99636,1.00775,1.0,1.0,1515,1027,0.0051,0.0027
size,10 OZ,2019-06,4041.67,2603,6,31,134,8486,1.5527,0.99796,1.0,0.99794,0.999,1.0,1.0,1740,863,0.1675,0.0023
size,10 OZ,2019-07,2808.41,2301,6,36,163,9021,1.2205,1.0076,1.0,1.01403,0.99305,1.0,1.0,1299,1002,0.3446,0.003
size,10 OZ,2019-08,2517.44,2231,6,40,168,9456,1.1284,1.06359,1.0,1.09228,0.99751,1.0,1.0,1161,1070,0.1645,0.0045
size,10 OZ,2019-09,3108.78,2270,6,41,166,9882,1.3695,1.00071,1.0,1.00193,0.9988,1.0,1.0,1269,1001,0.1282,0.0021
size,10 OZ,2019-10,2248.48,1918,6,42,165,10296,1.1723,1.09773,1.0,1.13323,1.01107,1.0,1.0,865,1053,0.1575,0.0077
size,10 OZ,2019-11,2686.15,1966,6,43,170,10820,1.3663,1.01007,1.0,1.01763,0.99457,1.0,1.0,1033,933,0.4481,0.0102
size,10 OZ,2019-12,3673.81,2476,6,48,183,11318,1.4838,1.00576,1.0,0.99914,1.01827,1.0,1.0,1348,1128,0.0073,0.0082
size,10 OZ,2020-01,2922.45,2073,6,46,178,11799,1.4098,1.03018,1.0,1.01664,1.04038,1.0,1.0,1031,1042,0.0439,0.0105
size,10 OZ,2020-02,1996.98,1754,6,49,176,12202,1.1385,1.10429,1.0,1.16255,1.01047,1.0,1.0,642,1112,0.0034,0.0038
size,10 OZ,2020-03,2140.18,1893,6,48,183,12679,1.1306,1.10187,1.0,1.16074,0.99554,1.0,1.0,685,1208,0.0005,0.0006
size,10 OZ,2020-04,2296.22,1935,6,47,184,12904,1.1867,1.08204,1.0,1.1262,0.98122,1.0,1.0,891,1044,0.0041,0.0047
size,10 OZ,2020-05,2841.54,2381,6,48,186,13132,1.1934,1.08561,1.0,1.15342,0.97409,1.0,1.0,1172,1209,0.005,0.0047
size,10 OZ,2020-06,2222.51,2003,6,49,194,13369,1.1096,1.10963,1.0,1.15998,0.99552,1.0,1.0,1018,985,0.001,0.0011
size,10 OZ,2020-07,2335.54,2177,6,51,196,13502,1.0728,0.99391,1.0,1.03716,0.96961,1.0,1.0,1057,1120,0.0142,0.0159
size,10 OZ,2020-08,2126.43,2081,5,44,165,13515,1.0218,1.01324,1.0,1.03982,0.99647,1.0,1.0,992,1089,0.0048,0.0054
size,10 OZ,2020-09,1796.59,1699,6,48,162,13545,1.0574,1.02907,1.0,1.01285,0.99742,1.0,1.0,887,812,0.0065,0.0074
size,10 OZ,2020-10,1808.42,1766,4,52,161,13548,1.024,1.04254,1.0,1.05639,1.0142,1.0,1.0,982,784,0.0028,0.0032
size,10 OZ,2020-11,2735.79,1845,6,43,161,13486,1.4828,1.06831,1.0,1.08451,1.03348,1.0,1.0,1159,686,0.0141,0.0161
size,10 OZ,2020-12,1397.36,1225,6,42,156,13606,1.1407,1.03858,1.0,1.07364,1.03008,1.0,1.0,710,515,0.0261,0.0296
size,10 OZ,2021-01,2090.17,1424,6,39,161,13565,1.4678,1.08961,1.0,1.09539,1.06823,1.0,1.0,910,514,0.0133,0.0144
size,10 OZ,2021-02,2817.34,1565,7,41,160,13620,1.8002,1.11371,0.9724,1.12652,1.0686,0.9724,0.9371,1116,449,0.0371,0.0194
size,10 OZ,2021-03,3507.54,2140,6,43,171,13673,1.639,1.12146,1.0,1.14627,1.07106,1.0,1.0,1416,724,0.0266,0.0299
size,10 OZ,2021-04,4527.16,2639,6,49,189,13644,1.7155,1.11013,1.0,1.1296,1.0846,1.0,1.0,1718,921,0.022,0.0243
size,10 OZ,2021-05,4327.41,2576,6,51,205,13646,1.6799,1.12691,1.0,1.13458,1.10751,1.0,1.0,1651,925,0.0345,0.0354
size,10 OZ,2021-06,4637.34,2934,7,60,232,13617,1.5806,1.1063,0.9755,1.11648,1.09982,1.0,0.9567,1817,1117,0.031,0.0355
size,10 OZ,2021-07,5304.44,3235,7,72,283,13586,1.6397,1.12433,0.9863,1.12175,1.12424,1.0,0.9863,2022,1213,0.0229,0.0228
size,10 OZ,2021-08,7914.88,4861,7,94,363,13716,1.6282,1.12478,0.9894,1.12429,1.12139,1.0,0.9894,3025,1836,0.023,0.0221
size,10 OZ,2021-09,9777.21,5953,7,108,393,13646,1.6424,1.1014,0.9932,1.07776,1.14549,1.0,0.9932,3716,2237,0.0161,0.0171
size,10 OZ,2021-10,9368.72,5940,7,122,446,13645,1.5772,1.10587,0.9879,1.07541,1.16139,0.9879,0.9879,3745,2195,0.0118,0.0133
size,10 OZ,2021-11,9104.93,5227,7,122,420,13706,1.7419,1.1512,0.9881,1.13054,1.17729,0.9881,0.9881,3166,2061,0.0103,0.0107
size,10 OZ,2021-12,13570.62,7115,7,125,431,13811,1.9073,1.17077,0.9944,1.15166,1.1995,0.9944,0.9944,4869,2246,0.0069,0.0074
size,10 OZ,2022-01,10113.61,5423,7,124,418,14035,1.8649,1.15419,0.9848,1.12876,1.20012,0.9848,1.0,3769,1654,0.0042,0.0047
size,10 OZ,2022-02,9404.35,5174,7,115,416,14220,1.8176,1.14561,0.9898,1.12983,1.17899,0.9898,0.9898,3401,1773,0.0073,0.0075
