scheme,cluster,month,rev,units,skus,stores,dist_points,stores_active,price_unitvalue,price_index,matched_share,price_index_a,price_index_b,matched_share_a,matched_share_b,units_a,units_b,disc_rate,disc_txn_rate
brand,Amazon Energy,2021-07,519.89,164,2,3,4,13586,3.1701,1.1213,1.0,1.10093,,1.0,0.0,158,6,0.0061,0.0069
brand,Amazon Energy,2021-08,250.0,78,2,3,4,13716,3.2051,1.13313,1.0,1.11078,,1.0,0.0,73,5,0.0,0.0
brand,Amazon Energy,2021-09,264.59,83,2,3,4,13646,3.1878,1.12701,1.0,1.11027,,1.0,0.0,82,1,0.0,0.0
brand,Amazon Energy,2021-10,485.95,145,2,3,4,13645,3.3514,1.18914,1.0,1.17333,,1.0,0.0,142,3,0.0,0.0
brand,Amazon Energy,2021-11,507.74,138,2,3,4,13706,3.6793,1.30069,1.0,1.28397,,1.0,0.0,136,2,0.0,0.0
brand,Amazon Energy,2021-12,398.43,109,2,2,3,13811,3.6553,1.28757,1.0,1.27161,,1.0,0.0,109,0,0.0,0.0
brand,Amazon Energy,2022-01,373.62,105,2,3,5,14035,3.5583,1.25885,1.0,1.2571,,1.0,0.0,99,6,0.0,0.0
brand,Amazon Energy,2022-02,407.93,113,2,3,4,14220,3.61,1.27425,1.0,1.26013,,1.0,0.0,111,2,0.0,0.0
brand,Amazon Energy,2022-03,369.99,107,2,2,3,14753,3.4579,1.21059,1.0,1.19789,,1.0,0.0,107,0,0.0,0.0
brand,Amazon Energy,2022-04,415.08,113,2,2,3,14920,3.6733,1.29836,1.0,1.28108,,1.0,0.0,113,0,0.0,0.0
brand,Amazon Energy,2022-05,387.18,100,2,3,5,15116,3.8718,1.35441,1.0,1.35366,,1.0,0.0,94,6,0.0,0.0
brand,Amazon Energy,2022-06,338.97,84,2,2,3,15419,4.0354,1.41988,1.0,1.4069,,1.0,0.0,84,0,0.0,0.0
brand,Amazon Energy,2022-07,407.56,105,2,3,5,15430,3.8815,1.37367,1.0,1.38255,,1.0,0.0,96,9,0.0,0.0
brand,Amazon Energy,2022-08,349.89,87,2,4,5,15537,4.0217,1.41711,1.0,1.41408,,1.0,0.0,83,4,0.0,0.0
brand,Amazon Energy,2022-09,393.78,98,2,3,4,15553,4.0182,1.40735,1.0,1.40938,,1.0,0.0,92,6,0.0,0.0
brand,Amazon Energy,2022-10,279.31,69,2,2,4,15676,4.048,1.43237,1.0,1.44047,,1.0,0.0,67,2,0.0,0.0
brand,Amazon Energy,2022-11,400.45,99,2,2,4,15767,4.0449,1.43199,1.0,1.44251,,1.0,0.0,96,3,0.0,0.0
brand,Amazon Energy,2022-12,176.65,45,1,2,2,15848,3.9256,1.38055,1.0,1.33332,,1.0,0.0,45,0,0.0,0.0
brand,Amazon Energy,2023-04,150.15,39,1,1,1,16085,3.85,1.35398,1.0,1.30766,,1.0,0.0,39,0,0.0,0.0
brand,Amazon Energy,2023-05,229.57,65,2,2,3,16262,3.5318,1.23992,1.0,1.22989,,1.0,0.0,62,3,0.0,0.0
brand,Amazon Energy,2023-06,105.0,29,1,1,1,16311,3.6207,1.28755,1.0,1.29213,,1.0,0.0,29,0,0.0,0.0
brand,Amazon Energy,2023-07,213.1,56,2,1,2,16296,3.8054,1.34426,1.0,1.32367,,1.0,0.0,56,0,0.0,0.0
brand,Amazon Energy,2023-08,216.65,57,2,1,2,16348,3.8009,1.34426,1.0,1.32367,,1.0,0.0,57,0,0.0,0.0
brand,Amazon Energy,2023-09,215.99,57,2,2,3,16420,3.7893,1.34057,1.0,1.32367,,1.0,0.0,56,1,0.0,0.0
brand,Amazon Energy,2023-10,118.79,31,1,2,2,16433,3.8319,1.34762,1.0,1.30766,,1.0,0.0,30,1,0.0,0.0
brand,Amazon Energy,2023-11,132.33,35,1,2,2,16443,3.7809,1.3445,1.0,1.34929,,1.0,0.0,35,0,0.0,0.0
brand,Amazon Energy,2023-12,158.29,41,1,2,2,16565,3.8607,1.35775,1.0,1.3113,,1.0,0.0,41,0,0.0,0.0
brand,Amazon Energy,2024-01,125.4,32,1,2,2,16410,3.9188,1.37816,1.0,1.33101,,1.0,0.0,32,0,0.0,0.0
brand,Amazon Energy,2024-04,111.09,31,1,3,3,16783,3.5835,1.26027,1.0,1.21716,,1.0,0.0,31,0,0.0,0.0
brand,Amazon Energy,2024-05,277.86,78,2,3,5,17009,3.5623,1.25945,1.0,1.24204,,1.0,0.0,78,0,0.0,0.0
brand,Amazon Energy,2024-06,121.09,33,1,3,3,17143,3.6694,1.29046,1.0,1.24632,,1.0,0.0,33,0,0.0,0.0
brand,Amazon Energy,2024-07,91.0,28,1,2,2,17163,3.25,1.15573,1.0,1.15984,,1.0,0.0,28,0,0.0,0.0
brand,Amazon Energy,2024-09,96.8,26,1,2,2,17200,3.7231,1.30934,1.0,1.26455,,1.0,0.0,26,0,0.0,0.0
brand,Amazon Energy,2024-11,142.45,37,1,1,1,17969,3.85,1.35398,1.0,1.30766,,1.0,0.0,37,0,0.0,0.0
brand,Amazon Energy,2025-02,96.25,25,1,1,1,18195,3.85,1.35398,1.0,1.30766,,1.0,0.0,25,0,0.0,0.0
brand,Amazon Energy,2025-04,111.65,29,1,1,1,18651,3.85,1.35398,1.0,1.30766,,1.0,0.0,29,0,0.0,0.0
brand,Amazon Energy,2025-05,104.59,27,1,2,2,18791,3.8737,1.36231,1.0,1.31571,,1.0,0.0,27,0,0.0,0.0
brand,Amazon Energy,2025-06,123.2,32,1,1,1,18897,3.85,1.35398,1.0,1.30766,,1.0,0.0,32,0,0.0,0.0
brand,Amazon Energy,2025-07,227.15,59,2,1,2,19270,3.85,1.36116,1.0,1.34233,,1.0,0.0,59,0,0.0,0.0
brand,Amazon Energy,2025-08,111.65,29,1,1,1,19396,3.85,1.35398,1.0,1.30766,,1.0,0.0,29,0,0.0,0.0
brand,Amazon Energy,2025-10,123.2,32,1,1,1,19538,3.85,1.35398,1.0,1.30766,,1.0,0.0,32,0,0.0,0.0
brand,Amazon Energy,2025-12,134.75,35,1,1,1,20022,3.85,1.35398,1.0,1.30766,,1.0,0.0,35,0,0.0,0.0
brand,AminoLean,2023-09,159.62,54,2,11,19,16420,2.9559,,0.0,,,0.0,0.0,39,15,0.0,0.0
brand,AminoLean,2023-10,1303.11,434,4,35,110,16433,3.0026,,0.0,,,0.0,0.0,221,213,0.0092,0.0049
brand,AminoLean,2023-11,2466.56,831,4,72,216,16443,2.9682,,0.0,,,0.0,0.0,435,396,0.0481,0.0346
brand,AminoLean,2023-12,3749.02,1249,4,97,334,16565,3.0016,,0.0,,,0.0,0.0,618,631,0.0641,0.0403
brand,AminoLean,2024-01,4032.62,1334,4,115,368,16410,3.023,,0.0,,,0.0,0.0,654,680,0.0517,0.0444
brand,AminoLean,2024-02,7822.34,2776,4,188,572,16513,2.8178,,0.0,,,0.0,0.0,1440,1336,0.1178,0.1148
brand,AminoLean,2024-03,10359.87,3765,4,207,682,16734,2.7516,,0.0,,,0.0,0.0,2120,1645,0.1477,0.1471
brand,AminoLean,2024-04,11970.85,4294,4,223,745,16783,2.7878,,0.0,,,0.0,0.0,2420,1874,0.1626,0.16
brand,AminoLean,2024-05,12852.55,4740,4,221,732,17009,2.7115,,0.0,,,0.0,0.0,2614,2126,0.197,0.191
brand,AminoLean,2024-06,12259.0,4557,5,210,725,17143,2.6901,,0.0,,,0.0,0.0,2501,2056,0.1953,0.1916
brand,AminoLean,2024-07,11929.44,4441,5,196,699,17163,2.6862,,0.0,,,0.0,0.0,2313,2128,0.2209,0.2197
brand,AminoLean,2024-08,11206.82,4198,5,201,701,17126,2.6696,,0.0,,,0.0,0.0,2291,1907,0.2249,0.2229
brand,AminoLean,2024-09,10219.54,3866,5,186,649,17200,2.6434,,0.0,,,0.0,0.0,2113,1753,0.2708,0.2643
brand,AminoLean,2024-10,10198.65,3824,5,180,630,17368,2.667,,0.0,,,0.0,0.0,2189,1635,0.2456,0.2406
brand,AminoLean,2024-11,8062.13,3050,5,153,548,17969,2.6433,,0.0,,,0.0,0.0,1753,1297,0.2511,0.25
brand,AminoLean,2024-12,6876.64,2578,5,144,500,17998,2.6674,,0.0,,,0.0,0.0,1314,1264,0.2397,0.2339
brand,AminoLean,2025-01,5352.64,1872,5,120,438,18098,2.8593,,0.0,,,0.0,0.0,840,1032,0.0983,0.0885
brand,AminoLean,2025-02,3004.27,1030,4,79,265,18195,2.9168,,0.0,,,0.0,0.0,493,537,0.0913,0.0708
brand,AminoLean,2025-03,2577.88,865,4,66,246,18342,2.9802,,0.0,,,0.0,0.0,471,394,0.104,0.0778
brand,AminoLean,2025-04,1743.57,581,5,48,171,18651,3.001,,0.0,,,0.0,0.0,286,295,0.0568,0.0328
brand,AminoLean,2025-05,1255.71,415,4,42,144,18791,3.0258,,0.0,,,0.0,0.0,182,233,0.0627,0.0319
brand,AminoLean,2025-06,802.86,270,4,28,99,18897,2.9736,,0.0,,,0.0,0.0,103,167,0.0259,0.0272
brand,AminoLean,2025-07,571.23,190,4,24,73,19270,3.0065,,0.0,,,0.0,0.0,90,100,0.0263,0.0286
brand,AminoLean,2025-08,626.61,213,4,20,76,19396,2.9418,,0.0,,,0.0,0.0,107,106,0.1737,0.1675
brand,AminoLean,2025-09,322.78,110,3,15,38,19610,2.9344,,0.0,,,0.0,0.0,46,64,0.0182,0.0189
brand,AminoLean,2025-10,98.8,35,1,11,11,19538,2.8229,,0.0,,,0.0,0.0,11,24,0.0,0.0
brand,Amp,2019-01,116083.48,53858,4,3068,3274,5148,2.1554,0.98989,1.0,0.99229,0.98511,1.0,1.0,28211,25647,0.4617,0.2945
brand,Amp,2019-02,117435.71,54447,4,3401,3623,5939,2.1569,0.98921,1.0,0.98953,0.98775,1.0,1.0,27998,26449,0.4638,0.2914
brand,Amp,2019-03,163589.52,75142,4,4050,4310,6749,2.1771,0.99991,1.0,1.00085,0.99723,1.0,1.0,38067,37075,0.4797,0.2921
brand,Amp,2019-04,179510.82,82502,4,4364,4633,7282,2.1758,0.99776,1.0,0.99557,0.99917,1.0,1.0,42595,39907,0.4707,0.2926
brand,Amp,2019-05,203488.09,93518,4,4710,4992,7913,2.1759,0.99708,1.0,0.99443,0.99937,1.0,1.0,48222,45296,0.4736,0.2906
brand,Amp,2019-06,213015.67,98117,4,4975,5290,8486,2.171,0.9962,1.0,0.99088,1.00257,1.0,1.0,50552,47565,0.4798,0.3003
brand,Amp,2019-07,231382.28,106055,4,5292,5615,9021,2.1817,1.00047,1.0,0.99434,1.00712,1.0,1.0,54496,51559,0.4551,0.2871
brand,Amp,2019-08,242389.86,110947,4,5525,5856,9456,2.1847,1.00215,1.0,1.00182,1.0032,1.0,1.0,56276,54671,0.4455,0.2853
brand,Amp,2019-09,236158.01,107764,4,5692,6020,9882,2.1914,1.00703,1.0,1.01145,1.00392,1.0,1.0,54969,52795,0.4552,0.2872
brand,Amp,2019-10,247912.47,113122,4,5836,6163,10296,2.1915,1.00565,1.0,1.00978,1.0028,1.0,1.0,57217,55905,0.454,0.2908
brand,Amp,2019-11,237133.65,108637,4,6059,6377,10820,2.1828,1.00109,1.0,1.00907,0.99502,1.0,1.0,54351,54286,0.5003,0.3062
brand,Amp,2019-12,249167.68,113728,4,6282,6603,11318,2.1909,1.00409,1.0,1.00553,1.00341,1.0,1.0,56988,56740,0.4863,0.3046
brand,Amp,2020-01,244774.25,111240,4,6481,6810,11799,2.2004,1.00803,1.0,1.00884,1.00781,1.0,1.0,55633,55607,0.4919,0.3012
brand,Amp,2020-02,244575.25,110347,4,6656,6987,12202,2.2164,1.01584,1.0,1.01719,1.01576,1.0,1.0,54071,56276,0.4915,0.3048
brand,Amp,2020-03,270670.99,122168,4,6899,7232,12679,2.2156,1.01488,1.0,1.01713,1.01412,1.0,1.0,60500,61668,0.5266,0.3098
brand,Amp,2020-04,262641.46,118400,4,6817,7157,12904,2.2183,1.0151,1.0,1.01411,1.01727,1.0,1.0,58659,59741,0.5809,0.323
brand,Amp,2020-05,305415.62,137034,4,7123,7502,13132,2.2288,1.01846,1.0,1.01969,1.01776,1.0,1.0,68043,68991,0.542,0.3082
brand,Amp,2020-06,319409.97,143171,4,7271,7638,13369,2.231,1.02104,1.0,1.02209,1.02141,1.0,1.0,71332,71839,0.5036,0.2989
brand,Amp,2020-07,324440.37,145278,4,7299,7661,13502,2.2332,1.02421,1.0,1.02639,1.02383,1.0,1.0,72672,72606,0.5305,0.3039
brand,Amp,2020-08,325349.63,145638,4,7282,7646,13515,2.234,1.02352,1.0,1.02487,1.02308,1.0,1.0,73987,71651,0.5514,0.3079
brand,Amp,2020-09,313660.95,140245,4,7182,7539,13545,2.2365,1.02556,1.0,1.0273,1.02533,1.0,1.0,70625,69620,0.5345,0.3176
brand,Amp,2020-10,319522.35,142487,4,7164,7496,13548,2.2425,1.02828,1.0,1.02932,1.02911,1.0,1.0,71894,70593,0.5506,0.3288
brand,Amp,2020-11,285212.04,127544,4,7009,7315,13486,2.2362,1.02574,1.0,1.02541,1.02817,1.0,1.0,64407,63137,0.5583,0.3384
brand,Amp,2020-12,286249.31,128483,4,7107,7409,13606,2.2279,1.02187,1.0,1.02356,1.02057,1.0,1.0,63667,64816,0.5591,0.3439
brand,Amp,2021-01,281580.61,126170,4,7124,7400,13565,2.2318,1.0229,1.0,1.02274,1.02456,1.0,1.0,62913,63257,0.5629,0.3351
brand,Amp,2021-02,267422.32,119489,4,7163,7445,13620,2.238,1.02693,1.0,1.02258,1.03058,1.0,1.0,60002,59487,0.5756,0.3385
brand,Amp,2021-03,327289.68,144983,4,7490,7822,13673,2.2574,1.03559,1.0,1.03256,1.04061,1.0,1.0,72654,72329,0.5763,0.335
brand,Amp,2021-04,303344.1,133657,4,7309,7659,13644,2.2696,1.04054,1.0,1.03517,1.04702,1.0,1.0,67866,65791,0.5556,0.3311
brand,Amp,2021-05,297808.55,130858,3,7235,7560,13646,2.2758,1.04265,1.0,1.04117,1.04553,1.0,1.0,65868,64990,0.548,0.325
brand,Amp,2021-06,296619.31,130306,3,7076,7638,13617,2.2763,1.04394,1.0,1.04118,1.0451,1.0,1.0,65615,64691,0.5602,0.3161
brand,Amp,2021-07,301728.35,132470,3,7062,7844,13586,2.2777,1.04441,1.0,1.04297,1.04698,1.0,1.0,66560,65910,0.5462,0.3094
brand,Amp,2021-08,316466.73,138685,3,7059,7930,13716,2.2819,1.04734,1.0,1.04549,1.05047,1.0,1.0,69618,69067,0.5383,0.3035
brand,Amp,2021-09,308410.08,133603,3,7011,7885,13646,2.3084,1.05982,1.0,1.05755,1.06366,1.0,1.0,67420,66183,0.5205,0.3082
brand,Amp,2021-10,304103.65,133523,3,6906,7758,13645,2.2775,1.04426,1.0,1.06942,1.02237,1.0,1.0,64751,68772,0.5575,0.3045
brand,Amp,2021-11,286736.1,121584,3,6792,7620,13706,2.3583,1.08218,1.0,1.08208,1.08376,1.0,1.0,60152,61432,0.5379,0.3007
brand,Amp,2021-12,306675.61,129107,3,6874,7776,13811,2.3754,1.09002,1.0,1.08878,1.09268,1.0,1.0,64656,64451,0.5419,0.2919
brand,Amp,2022-01,273624.29,114112,3,6800,7669,14035,2.3979,1.10159,1.0,1.10266,1.09863,1.0,1.0,56899,57213,0.5672,0.2918
brand,Amp,2022-02,261465.24,108321,3,6753,7592,14220,2.4138,1.10755,1.0,1.11203,1.10501,1.0,1.0,54100,54221,0.535,0.2983
brand,Amp,2022-03,299870.34,123917,3,6848,7681,14753,2.4199,1.1087,1.0,1.11249,1.10679,1.0,1.0,61766,62151,0.5431,0.2993
brand,Amp,2022-04,297792.02,122571,3,7031,7929,14920,2.4295,1.11611,1.0,1.11813,1.11235,1.0,1.0,60948,61623,0.5563,0.2903
brand,Amp,2022-05,348623.59,142301,3,7669,8553,15116,2.4499,1.12221,1.0,1.11957,1.12726,1.0,1.0,70323,71978,0.5244,0.2808
brand,Amp,2022-06,330520.57,133869,3,7935,8659,15419,2.469,1.13262,1.0,1.12994,1.13737,1.0,1.0,67041,66828,0.5131,0.2672
brand,Amp,2022-07,313103.76,126037,3,7896,8465,15430,2.4842,1.13876,1.0,1.14091,1.13927,1.0,1.0,63147,62890,0.4818,0.2623
brand,Amp,2022-08,329405.85,130985,3,7831,8680,15537,2.5148,1.15348,1.0,1.15269,1.15139,1.0,1.0,64734,66251,0.5613,0.2785
brand,Amp,2022-09,339716.07,133630,3,7862,8864,15553,2.5422,1.16584,1.0,1.1628,1.16594,1.0,1.0,65923,67707,0.5337,0.2841
brand,Amp,2022-10,357037.62,140441,3,8018,9082,15676,2.5423,1.16698,1.0,1.16714,1.164,1.0,1.0,69445,70996,0.5245,0.2855
brand,Amp,2022-11,339768.37,133615,3,8032,9123,15767,2.5429,1.16608,1.0,1.16481,1.16922,1.0,1.0,66455,67160,0.5644,0.3037
brand,Amp,2022-12,339693.98,133945,3,8136,9198,15848,2.5361,1.16082,1.0,1.15965,1.16419,1.0,1.0,68022,65923,0.547,0.3062
brand,Amp,2023-01,315976.3,127227,3,8051,9018,15667,2.4836,1.13924,1.0,1.13935,1.13578,1.0,1.0,64457,62770,0.5599,0.2928
brand,Amp,2023-02,296518.01,117905,3,7997,8752,15754,2.5149,1.15252,1.0,1.15558,1.15147,1.0,1.0,59389,58516,0.5503,0.2937
brand,Amp,2023-03,342284.05,135354,3,8290,8883,15943,2.5288,1.15864,1.0,1.15915,1.15529,1.0,1.0,67855,67499,0.5625,0.2871
brand,Amp,2023-04,340824.75,134343,3,8394,8824,16085,2.537,1.16281,1.0,1.16283,1.1648,1.0,1.0,68303,66040,0.5376,0.2812
brand,Amp,2023-05,362189.1,141054,3,8487,8795,16262,2.5677,1.1765,1.0,1.17569,1.17476,1.0,1.0,71709,69345,0.9092,0.2869
brand,Amp,2023-06,355837.79,138075,3,8450,8703,16311,2.5771,1.17902,1.0,1.17764,1.18261,1.0,1.0,70485,67590,0.5072,0.2849
brand,Amp,2023-07,346253.59,133686,3,8321,8555,16296,2.5901,1.18356,1.0,1.18382,1.18522,1.0,1.0,68157,65529,0.4854,0.288
brand,Amp,2023-08,359452.62,138002,3,8336,8565,16348,2.6047,1.19093,1.0,1.19403,1.18995,1.0,1.0,70425,67577,0.4822,0.2851
brand,Amp,2023-09,342375.25,130971,3,8285,8496,16420,2.6141,1.19525,1.0,1.19445,1.19346,1.0,1.0,66575,64396,0.4768,0.2828
brand,Amp,2023-10,347516.49,133229,2,8251,8438,16433,2.6084,1.19935,1.0,1.19865,1.20012,1.0,1.0,67444,65785,0.4636,0.2832
brand,Amp,2023-11,318469.44,121294,3,8014,8183,16443,2.6256,1.20245,1.0,1.20088,1.20606,1.0,1.0,60536,60758,0.4738,0.2948
brand,Amp,2023-12,315855.48,121174,2,7943,8077,16565,2.6066,1.19848,1.0,1.1971,1.19984,1.0,1.0,61013,60161,0.4953,0.3
brand,Amp,2024-01,296689.54,111556,3,7729,7872,16410,2.6596,1.21573,1.0,1.21471,1.21386,1.0,1.0,55793,55763,0.4737,0.3024
brand,Amp,2024-02,296234.23,110654,3,7768,7915,16513,2.6771,1.22371,1.0,1.22452,1.22035,1.0,1.0,55431,55223,0.4647,0.2973
brand,Amp,2024-03,313414.05,116650,3,7858,8006,16734,2.6868,1.2247,1.0,1.22229,1.22889,1.0,1.0,58904,57746,0.4617,0.2931
brand,Amp,2024-04,311116.3,115702,3,7746,7877,16783,2.6889,1.2288,1.0,1.2274,1.22777,1.0,1.0,57760,57942,0.4531,0.2908
brand,Amp,2024-05,336648.0,125126,3,7873,7987,17009,2.6905,1.22932,1.0,1.22861,1.22734,1.0,1.0,63389,61737,0.463,0.2905
brand,Amp,2024-06,326546.06,122687,2,7926,8010,17143,2.6616,1.22422,1.0,1.22278,1.22571,1.0,1.0,62167,60520,0.4978,0.2932
brand,Amp,2024-07,322609.73,121063,2,7771,7847,17163,2.6648,1.22568,1.0,1.2278,1.22358,1.0,1.0,61022,60041,0.4599,0.2904
brand,Amp,2024-08,328594.86,122983,2,7717,7790,17126,2.6719,1.22874,1.0,1.22848,1.2291,1.0,1.0,61697,61286,0.454,0.2798
brand,Amp,2024-09,310514.55,116037,2,7653,7723,17200,2.676,1.23036,1.0,1.22788,1.23302,1.0,1.0,58275,57762,0.4607,0.2781
brand,Amp,2024-10,329058.4,121689,3,7772,7861,17368,2.7041,1.23644,1.0,1.23659,1.2384,1.0,1.0,60543,61146,0.4451,0.2829
brand,Amp,2024-11,301491.0,111378,3,7851,7942,17969,2.7069,1.23682,1.0,1.23633,1.23453,1.0,1.0,55119,56259,0.4748,0.2937
brand,Amp,2024-12,312517.05,116443,2,7871,7940,17998,2.6839,1.23466,1.0,1.23296,1.23651,1.0,1.0,58121,58322,0.4905,0.2939
brand,Amp,2025-01,306355.97,112936,2,7774,7845,18098,2.7127,1.24756,1.0,1.24546,1.24976,1.0,1.0,56240,56696,0.477,0.2753
brand,Amp,2025-02,292351.88,107599,2,7819,7879,18195,2.7171,1.24967,1.0,1.24346,1.25559,1.0,1.0,53634,53965,0.4927,0.2849
brand,Amp,2025-03,339084.64,124346,2,8107,8171,18342,2.7269,1.25442,1.0,1.24799,1.26065,1.0,1.0,62505,61841,0.4676,0.285
brand,Amp,2025-04,351741.02,128809,2,8297,8362,18651,2.7307,1.25597,1.0,1.24895,1.26315,1.0,1.0,64174,64635,0.4447,0.2801
brand,Amp,2025-05,362462.3,132953,2,8451,8517,18791,2.7262,1.2536,1.0,1.24721,1.26013,1.0,1.0,66645,66308,0.4431,0.281
brand,Amp,2025-06,347901.77,126610,3,8439,8530,18897,2.7478,1.25873,1.0,1.24754,1.26738,1.0,1.0,63845,62765,0.4533,0.2763
brand,Amp,2025-07,351074.88,127347,3,8516,8603,19270,2.7568,1.26315,1.0,1.25407,1.26948,1.0,1.0,64001,63346,0.426,0.2721
brand,Amp,2025-08,352194.53,128460,2,8606,8662,19396,2.7417,1.26093,1.0,1.25774,1.26412,1.0,1.0,64239,64221,0.4465,0.2754
brand,Amp,2025-09,342700.86,124453,2,8611,8661,19610,2.7537,1.26625,1.0,1.26277,1.26987,1.0,1.0,62611,61842,0.4242,0.275
brand,Amp,2025-10,343028.84,124204,2,8602,8651,19538,2.7618,1.27041,1.0,1.26376,1.27726,1.0,1.0,62507,61697,0.4499,0.2812
brand,Amp,2025-11,306945.42,110860,2,8523,8567,19953,2.7688,1.27346,1.0,1.26951,1.27755,1.0,1.0,55684,55176,0.4567,0.2935
brand,Amp,2025-12,313191.05,113541,2,8495,8537,20022,2.7584,1.26892,1.0,1.26584,1.27213,1.0,1.0,57653,55888,0.4811,0.3041
brand,Ani Energy,2021-09,328.97,101,2,16,29,13646,3.2571,,0.0,,,0.0,0.0,55,46,0.0,0.0
brand,Ani Energy,2021-10,431.87,139,2,25,46,13645,3.107,,0.0,,,0.0,0.0,73,66,0.0,0.0
brand,Ani Energy,2021-11,298.57,97,2,21,40,13706,3.078,,0.0,,,0.0,0.0,51,46,0.0,0.0
brand,Ani Energy,2021-12,218.91,73,2,19,36,13811,2.9988,,0.0,,,0.0,0.0,31,42,0.0,0.0
brand,Ani Energy,2022-01,102.23,35,1,19,19,14035,2.9209,,0.0,,,0.0,0.0,21,14,0.0,0.0
brand,Ani Energy,2022-02,181.82,62,2,18,33,14220,2.9326,,0.0,,,0.0,0.0,42,20,0.0,0.0
brand,Ani Energy,2022-05,200.31,69,2,16,31,15116,2.903,,0.0,,,0.0,0.0,50,19,0.0,0.0
brand,Ani Energy,2022-06,273.81,153,2,21,39,15419,1.7896,,0.0,,,0.0,0.0,43,110,0.0,0.0
brand,Ani Energy,2022-07,224.67,106,2,18,35,15430,2.1195,,0.0,,,0.0,0.0,40,66,0.0,0.0
brand,Ani Energy,2022-08,166.69,66,2,13,25,15537,2.5256,,0.0,,,0.0,0.0,35,31,0.0,0.0
brand,Arizona,2019-01,45927.11,45889,6,1833,2042,5148,1.0008,0.9951,1.0,0.99453,0.99574,1.0,1.0,23441,22448,0.0111,0.0102
brand,Arizona,2019-02,47014.92,46927,6,2072,2303,5939,1.0019,0.99608,1.0,0.99664,0.99589,1.0,1.0,23722,23205,0.0092,0.0085
brand,Arizona,2019-03,68717.99,68379,6,2524,2822,6749,1.005,0.99825,1.0,0.99956,0.99699,1.0,1.0,34961,33418,0.0117,0.011
brand,Arizona,2019-04,82609.03,82199,6,2874,3208,7282,1.005,0.99804,1.0,0.99859,0.99746,1.0,1.0,42045,40154,0.0126,0.0117
brand,Arizona,2019-05,102658.81,101800,6,3176,3576,7913,1.0084,1.00008,1.0,1.00205,0.99807,1.0,1.0,50826,50974,0.0108,0.0108
brand,Arizona,2019-06,113886.07,112696,6,3495,3958,8486,1.0106,1.00038,1.0,1.00094,0.99974,1.0,1.0,56707,55989,0.0102,0.01
brand,Arizona,2019-07,132655.31,130770,6,3744,4279,9021,1.0144,1.00061,1.0,1.00062,1.00057,1.0,1.0,65508,65262,0.0106,0.0102
brand,Arizona,2019-08,142603.16,140210,6,3933,4509,9456,1.0171,1.00003,1.0,0.99936,1.00075,1.0,1.0,71308,68902,0.0099,0.0092
brand,Arizona,2019-09,130079.0,127598,6,4068,4677,9882,1.0194,1.00095,1.0,1.0004,1.00155,1.0,1.0,65371,62227,0.0091,0.0087
brand,Arizona,2019-10,138146.19,135634,6,4246,4872,10296,1.0185,0.99894,1.0,0.99896,0.99888,1.0,1.0,69078,66556,0.0124,0.01
brand,Arizona,2019-11,124856.52,122510,6,4432,5103,10820,1.0192,1.00089,1.0,0.99956,1.00218,1.0,1.0,61635,60875,0.0103,0.0096
brand,Arizona,2019-12,125166.08,122654,6,4571,5266,11318,1.0205,1.00125,1.0,1.00065,1.00192,1.0,1.0,62095,60559,0.0097,0.009
brand,Arizona,2020-01,129212.49,126725,6,4772,5514,11799,1.0196,1.00114,1.0,1.00064,1.00168,1.0,1.0,63828,62897,0.0108,0.0099
brand,Arizona,2020-02,129794.66,126877,6,4864,5667,12202,1.023,1.00048,1.0,1.001,0.99995,1.0,1.0,64187,62690,0.0133,0.0118
brand,Arizona,2020-03,140307.05,136957,6,5041,5925,12679,1.0245,1.00035,1.0,1.00077,0.99998,1.0,1.0,68989,67968,0.0151,0.0127
brand,Arizona,2020-04,127302.24,123761,6,4952,5835,12904,1.0286,1.0004,1.0,1.00055,1.00031,1.0,1.0,62612,61149,0.0156,0.0129
brand,Arizona,2020-05,155465.31,150946,7,5173,6112,13132,1.0299,1.00117,0.9998,1.00107,1.00132,1.0,0.9998,75837,75109,0.0144,0.0119
brand,Arizona,2020-06,178126.24,172980,7,5298,6292,13369,1.0298,1.00117,0.997,1.00115,1.00118,0.997,0.997,87160,85820,0.014,0.0113
brand,Arizona,2020-07,192296.22,187047,7,5428,6497,13502,1.0281,1.00051,0.9928,1.00055,1.0005,0.9928,0.9928,95222,91825,0.0183,0.0151
brand,Arizona,2020-08,192658.71,186466,7,5469,6563,13515,1.0332,1.00074,0.9894,1.00002,1.00148,0.9894,0.9894,95480,90986,0.0137,0.0113
brand,Arizona,2020-09,175808.67,170735,7,5443,6557,13545,1.0297,0.99959,0.9903,0.99923,0.99994,0.9903,0.9903,88005,82730,0.0116,0.0092
brand,Arizona,2020-10,167405.27,162667,7,5485,6562,13548,1.0291,1.00029,0.9889,1.00039,1.00019,0.9889,0.9889,83590,79077,0.0117,0.01
brand,Arizona,2020-11,143700.74,139695,7,5397,6427,13486,1.0287,1.00029,0.9899,1.00052,1.00001,0.9899,0.9899,72110,67585,0.0121,0.0103
brand,Arizona,2020-12,135513.66,131825,7,5367,6379,13606,1.028,0.99976,0.9899,0.99954,1.00018,0.9899,0.9899,68566,63259,0.0131,0.0106
brand,Arizona,2021-01,135887.6,132334,7,5392,6425,13565,1.0269,0.99953,0.9882,0.99926,0.99982,0.9882,0.9882,67317,65017,0.0129,0.0111
